importId;product_code;name;qty;priority;defineSubBillOfMaterial;unit_name;prodProcess_code;costPrice;company_code;hasNoManageStock;workshopStockLocation_name;billOfMaterials
9900001;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.4;10;false;metro;;0;BASE;false;;
9900002;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.53;10;false;metro;;0;BASE;false;;
9900003;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900004;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );0.98;10;false;metro;;0;BASE;false;;
9900005;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.14;10;false;metro;;0;BASE;false;;
9900006;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900007;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.35;10;false;metro;;0;BASE;false;;
9900008;21280580;CREM POLIE FIJA 3 AUTOMA 028 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900009;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900010;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900011;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900012;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900013;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900014;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900015;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900016;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900017;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900018;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9900019;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9900020;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9900021;7082-1;TICKY TICKI  2XS NEGRO;1;10;true;unidad;PP-7082-1;0;BASE;false;Main Workshop;9900001|9900002|9900003|9900004|9900005|9900006|9900007|9900008|9900009|9900010|9900011|9900012|9900013|9900014|9900015|9900016|9900017|9900018|9900019|9900020
9900022;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.42;10;false;metro;;0;BASE;false;;
9900023;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.54;10;false;metro;;0;BASE;false;;
9900024;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900025;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );1.02;10;false;metro;;0;BASE;false;;
9900026;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.16;10;false;metro;;0;BASE;false;;
9900027;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900028;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.35;10;false;metro;;0;BASE;false;;
9900029;21280580;CREM POLIE FIJA 3 AUTOMA 028 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900030;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900031;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900032;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900033;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900034;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900035;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900036;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900037;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900038;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900039;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9900040;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9900041;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9900042;7082-2;TICKY TICKI  XS NEGRO;1;10;true;unidad;PP-7082-2;0;BASE;false;Main Workshop;9900022|9900023|9900024|9900025|9900026|9900027|9900028|9900029|9900030|9900031|9900032|9900033|9900034|9900035|9900036|9900037|9900038|9900039|9900040|9900041
9900043;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.44;10;false;metro;;0;BASE;false;;
9900044;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.58;10;false;metro;;0;BASE;false;;
9900045;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900046;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );1.06;10;false;metro;;0;BASE;false;;
9900047;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.18;10;false;metro;;0;BASE;false;;
9900048;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900049;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.35;10;false;metro;;0;BASE;false;;
9900050;21280580;CREM POLIE FIJA 3 AUTOMA 028 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900051;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900052;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900053;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900054;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900055;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900056;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900057;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900058;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900059;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900060;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9900061;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9900062;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9900063;7082-3;TICKY TICKI  S NEGRO;1;10;true;unidad;PP-7082-3;0;BASE;false;Main Workshop;9900043|9900044|9900045|9900046|9900047|9900048|9900049|9900050|9900051|9900052|9900053|9900054|9900055|9900056|9900057|9900058|9900059|9900060|9900061|9900062
9900064;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.46;10;false;metro;;0;BASE;false;;
9900065;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.6;10;false;metro;;0;BASE;false;;
9900066;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900067;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );1.1;10;false;metro;;0;BASE;false;;
9900068;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.2;10;false;metro;;0;BASE;false;;
9900069;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900070;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.35;10;false;metro;;0;BASE;false;;
9900071;21280580;CREM POLIE FIJA 3 AUTOMA 028 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900072;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900073;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900074;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900075;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900076;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900077;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900078;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900079;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900080;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900081;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9900082;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9900083;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9900084;7082-4;TICKY TICKI  M NEGRO;1;10;true;unidad;PP-7082-4;0;BASE;false;Main Workshop;9900064|9900065|9900066|9900067|9900068|9900069|9900070|9900071|9900072|9900073|9900074|9900075|9900076|9900077|9900078|9900079|9900080|9900081|9900082|9900083
9900085;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.5;10;false;metro;;0;BASE;false;;
9900086;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.65;10;false;metro;;0;BASE;false;;
9900087;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900088;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );1.14;10;false;metro;;0;BASE;false;;
9900089;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.24;10;false;metro;;0;BASE;false;;
9900090;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900091;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.35;10;false;metro;;0;BASE;false;;
9900092;21280580;CREM POLIE FIJA 3 AUTOMA 028 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900093;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900094;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900095;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900096;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900097;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900098;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900099;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900100;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900101;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900102;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9900103;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9900104;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9900105;7082-5;TICKY TICKI  L NEGRO;1;10;true;unidad;PP-7082-5;0;BASE;false;Main Workshop;9900085|9900086|9900087|9900088|9900089|9900090|9900091|9900092|9900093|9900094|9900095|9900096|9900097|9900098|9900099|9900100|9900101|9900102|9900103|9900104
9900106;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.51;10;false;metro;;0;BASE;false;;
9900107;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.68;10;false;metro;;0;BASE;false;;
9900108;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900109;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );1.18;10;false;metro;;0;BASE;false;;
9900110;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.28;10;false;metro;;0;BASE;false;;
9900111;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900112;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.37;10;false;metro;;0;BASE;false;;
9900113;21280580;CREM POLIE FIJA 3 AUTOMA 028 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900114;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900115;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900116;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900117;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900118;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900119;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900120;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900121;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900122;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900123;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9900124;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9900125;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9900126;7082-6;TICKY TICKI  XL NEGRO;1;10;true;unidad;PP-7082-6;0;BASE;false;Main Workshop;9900106|9900107|9900108|9900109|9900110|9900111|9900112|9900113|9900114|9900115|9900116|9900117|9900118|9900119|9900120|9900121|9900122|9900123|9900124|9900125
9900127;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.56;10;false;metro;;0;BASE;false;;
9900128;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.69;10;false;metro;;0;BASE;false;;
9900129;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900130;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );1.22;10;false;metro;;0;BASE;false;;
9900131;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.32;10;false;metro;;0;BASE;false;;
9900132;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900133;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.37;10;false;metro;;0;BASE;false;;
9900134;21290580;CREM POLIE FIJA 3 AUTOMA 029 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900135;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900136;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900137;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900138;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900139;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900140;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900141;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900142;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900143;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900144;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9900145;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9900146;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9900147;7082-7;TICKY TICKI  2XL NEGRO;1;10;true;unidad;PP-7082-7;0;BASE;false;Main Workshop;9900127|9900128|9900129|9900130|9900131|9900132|9900133|9900134|9900135|9900136|9900137|9900138|9900139|9900140|9900141|9900142|9900143|9900144|9900145|9900146
9900148;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.59;10;false;metro;;0;BASE;false;;
9900149;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.75;10;false;metro;;0;BASE;false;;
9900150;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900151;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );1.26;10;false;metro;;0;BASE;false;;
9900152;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.36;10;false;metro;;0;BASE;false;;
9900153;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900154;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.38;10;false;metro;;0;BASE;false;;
9900155;21290580;CREM POLIE FIJA 3 AUTOMA 029 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900156;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900157;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900158;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900159;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900160;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900161;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900162;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900163;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900164;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900165;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9900166;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9900167;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9900168;7082-8;TICKY TICKI  3XL NEGRO;1;10;true;unidad;PP-7082-8;0;BASE;false;Main Workshop;9900148|9900149|9900150|9900151|9900152|9900153|9900154|9900155|9900156|9900157|9900158|9900159|9900160|9900161|9900162|9900163|9900164|9900165|9900166|9900167
9900169;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.61;10;false;metro;;0;BASE;false;;
9900170;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.79;10;false;metro;;0;BASE;false;;
9900171;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900172;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );1.32;10;false;metro;;0;BASE;false;;
9900173;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.4;10;false;metro;;0;BASE;false;;
9900174;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900175;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.38;10;false;metro;;0;BASE;false;;
9900176;21290580;CREM POLIE FIJA 3 AUTOMA 029 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900177;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900178;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900179;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900180;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900181;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900182;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900183;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900184;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900185;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900186;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
9900187;MARQUILLA;MARQUILLA;1;10;false;Unidad;;0;BASE;false;;
9900188;MARQUILLA IMPORTADOR;MARQUILLA IMPORTADOR;1;10;false;Unidad;;0;BASE;false;;
9900189;7082-9;TICKY TICKI  4XL NEGRO;1;10;true;unidad;PP-7082-9;0;BASE;false;Main Workshop;9900169|9900170|9900171|9900172|9900173|9900174|9900175|9900176|9900177|9900178|9900179|9900180|9900181|9900182|9900183|9900184|9900185|9900186|9900187|9900188
9900190;4A1000010000000U985001;TELA DE PUNTO BARANOA C.O NEGRO;0.63;10;false;metro;;0;BASE;false;;
9900191;4A1000020000000U985001;TELA DE PUNTO FRANCINE CO NEGRO;0.84;10;false;metro;;0;BASE;false;;
9900192;X02531;CONFORT FILM CHM 35 ROLLO X 500 M ANCHO 1.50 M ( HOTMEL );0.03;10;false;metro;;0;BASE;false;;
9900193;614E6037-2;ELASTICO BASE ENCAJE SILICONA 2L COLOR 99-0000 NEGRO ( ENCAJE CON FLOR );1.36;10;false;metro;;0;BASE;false;;
9900194;37516000-1;ELASTICO BASE 99-0001 NEGRO ( SESGO );2.42;10;false;metro;;0;BASE;false;;
9900195;GAFETE 3/4 3 X 2;GAFETE 3/4 3 X 2;2;10;false;Unidad;;0;BASE;false;;
9900196;3500001000016-1;ABROCHADURA ACERO 3 POSICIONES POR METROS BROCHE 1.0 NEGRO;0.38;10;false;metro;;0;BASE;false;;
9900197;21290580;CREM POLIE FIJA 3 AUTOMA 029 CTMS CFC36 DA E NEGRO;1;10;false;Unidad;;0;BASE;false;;
9900198;6191900;ZETA 1 619 9 mm DORADO PRE;1;10;false;Unidad;;0;BASE;false;;
9900199;3188MIC-1;ELASTICO TIRA MIC 8 MM 99-0000 NEGRO;0.12;10;false;metro;;0;BASE;false;;
9900200;526/16.00701-1;ELASTICO 526/16 NEGRO (TIRA BRASIER - 15 MM);1.36;10;false;metro;;0;BASE;false;;
9900201;51C2120-05AVA;NYLTEX 120T24 CONE TXN NEGRO (HILAZA);1.5;10;false;metro;;0;BASE;false;;
9900202;3157080-C9700;EPIC HL80T40 CONE PPC NEGRO (HILO);3805;10;false;metro;;0;BASE;false;;
9900203;353;HILAZA NYLON NEGRO (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900204;HA71;HILAZA NYLON CREMA (HILAZA CONO CARTON);1.5;10;false;metro;;0;BASE;false;;
9900205;LATEX 450 NEGRO TIPO A;LATEX 450 NEGRO TIPO A;0.02;10;false;metro;;0;BASE;false;;
9900206;LAMINA POWERNET 20X56 LATEX;LAMINA POWERNET 20X56 LATEX;1;10;false;Unidad;;0;BASE;false;;
9900207;101465-1;VENTA DE BOLSA PLANA CON GANCHO POWERNET (SI LA FAJA NO LLEVA VARILLAS);1;10;false;Unidad;;0;BASE;false;;
